##### Reconstructed absorption cross section spectrum (U6OH) ##### 
## Number of input transitions: 9
## Number of input geometries: 100
## Possible outliers (geometry id): 69
## Remove outliers?: TRUE
## Model: GMM-NEA 
## Number of mixtures (K): 2, 2, 2, 2, 2, 2, 2, 2, 2
## Model constraints (M): EEV, EVE, EEI, EII, EEI, EEE, VVI, VVI, VVI
## Date: 2022-03-09
wl_nm,sigma_cm2_full,sigma_cm2_full_lci,sigma_cm2_full_uci,sigma_cm2_Band_1,sigma_cm2_Band_1_lci,sigma_cm2_Band_1_uci,sigma_cm2_Band_2,sigma_cm2_Band_2_lci,sigma_cm2_Band_2_uci,sigma_cm2_Band_3,sigma_cm2_Band_3_lci,sigma_cm2_Band_3_uci,sigma_cm2_Band_4,sigma_cm2_Band_4_lci,sigma_cm2_Band_4_uci,sigma_cm2_Band_5,sigma_cm2_Band_5_lci,sigma_cm2_Band_5_uci,sigma_cm2_Band_6,sigma_cm2_Band_6_lci,sigma_cm2_Band_6_uci,sigma_cm2_Band_7,sigma_cm2_Band_7_lci,sigma_cm2_Band_7_uci,sigma_cm2_Band_8,sigma_cm2_Band_8_lci,sigma_cm2_Band_8_uci,sigma_cm2_Band_9,sigma_cm2_Band_9_lci,sigma_cm2_Band_9_uci
 392.355,1.53113e-18,2.80303e-19,2.93256e-19, 7.96649e-22, 6.67221e-22,1.74254e-21,1.23232e-18,2.69120e-19,2.31486e-19,2.44682e-19,7.47845e-20,1.74350e-19,4.81319e-20,2.30853e-20,4.41493e-20,4.18951e-21,4.14899e-21,7.08026e-21,9.85392e-22,9.68278e-22,3.64406e-21,2.70877e-24,2.70780e-24,5.25443e-23,1.38081e-23,1.38005e-23,1.39720e-22,5.93151e-27,5.88194e-27,6.63012e-25
 391.117,1.50538e-18,2.80466e-19,2.91340e-19, 7.09013e-22, 6.01239e-22,1.62923e-21,1.20157e-18,2.69231e-19,2.28350e-19,2.47120e-19,7.47099e-20,1.74860e-19,5.03968e-20,2.39359e-20,4.56838e-20,4.50377e-21,4.45670e-21,7.41077e-21,1.06359e-21,1.04399e-21,3.84123e-21,3.04201e-24,3.04088e-24,5.71024e-23,1.48058e-23,1.47972e-23,1.47398e-22,6.67659e-27,6.61901e-27,7.20635e-25
 389.887,1.47980e-18,2.79086e-19,2.90076e-19, 6.29900e-22, 5.39193e-22,1.46453e-21,1.17089e-18,2.67935e-19,2.27534e-19,2.49526e-19,7.39403e-20,1.73389e-19,5.27403e-20,2.46666e-20,4.72225e-20,4.83879e-21,4.78419e-21,7.74742e-21,1.14743e-21,1.12500e-21,4.04685e-21,3.41422e-24,3.41288e-24,6.20257e-23,1.58716e-23,1.58619e-23,1.55378e-22,7.51230e-27,7.44545e-27,7.83032e-25
 388.665,1.45440e-18,2.76894e-19,2.93135e-19, 5.58626e-22, 4.80812e-22,1.33271e-21,1.14032e-18,2.65798e-19,2.29231e-19,2.51901e-19,7.30624e-20,1.75835e-19,5.51633e-20,2.56038e-20,4.87622e-20,5.19573e-21,5.13240e-21,8.09179e-21,1.23729e-21,1.21165e-21,4.26178e-21,3.82968e-24,3.82803e-24,6.73405e-23,1.70098e-23,1.69990e-23,1.63210e-22,8.44929e-27,8.37171e-27,8.50578e-25
 387.451,1.42922e-18,2.74255e-19,2.96101e-19, 4.94542e-22, 4.27917e-22,1.22145e-21,1.10988e-18,2.63231e-19,2.30928e-19,2.54243e-19,7.19520e-20,1.78114e-19,5.76670e-20,2.67564e-20,5.02993e-20,5.57576e-21,5.50131e-21,8.44581e-21,1.33354e-21,1.30425e-21,4.52177e-21,4.29314e-24,4.29113e-24,7.30749e-23,1.82251e-23,1.82129e-23,1.72432e-22,9.49941e-27,9.40941e-27,9.23239e-25
 386.244,1.40429e-18,2.73733e-19,2.99649e-19, 4.37037e-22, 3.80116e-22,1.12242e-21,1.07961e-18,2.62730e-19,2.34239e-19,2.56549e-19,7.14930e-20,1.79259e-19,6.02521e-20,2.74686e-20,5.18300e-20,5.98013e-21,5.89274e-21,8.80938e-21,1.43659e-21,1.40316e-21,4.79531e-21,4.80981e-24,4.80748e-24,7.92587e-23,1.95223e-23,1.95086e-23,1.82211e-22,1.06758e-26,1.05715e-26,1.00176e-24
 385.044,1.37965e-18,2.74099e-19,2.97707e-19, 3.85539e-22, 3.36849e-22,1.03559e-21,1.04955e-18,2.62984e-19,2.33560e-19,2.58819e-19,7.15789e-20,1.76432e-19,6.29196e-20,2.83503e-20,5.32827e-20,6.41011e-21,6.30768e-21,9.22056e-21,1.54685e-21,1.50904e-21,5.08294e-21,5.38547e-24,5.38275e-24,8.59236e-23,2.09065e-23,2.08912e-23,1.91552e-22,1.19932e-26,1.18723e-26,1.08663e-24
 383.852,1.35533e-18,2.74343e-19,3.01524e-19, 3.39511e-22, 2.98241e-22,9.66820e-22,1.01971e-18,2.63137e-19,2.36695e-19,2.61050e-19,7.16734e-20,1.78259e-19,6.56700e-20,2.89432e-20,5.47067e-20,6.86703e-21,6.74713e-21,9.65872e-21,1.66476e-21,1.62175e-21,5.37129e-21,6.02642e-24,6.02324e-24,9.31031e-23,2.23833e-23,2.23661e-23,2.01326e-22,1.34678e-26,1.33278e-26,1.17835e-24
 382.667,1.33135e-18,2.73007e-19,2.98651e-19, 2.98454e-22, 2.63746e-22,8.91884e-22,9.90133e-19,2.61605e-19,2.33374e-19,2.63241e-19,7.18996e-20,1.77329e-19,6.85040e-20,2.95145e-20,5.61081e-20,7.35227e-21,7.21213e-21,1.01400e-20,1.79081e-21,1.74184e-21,5.61184e-21,6.73964e-24,6.73592e-24,1.00833e-22,2.39585e-23,2.39391e-23,2.11552e-22,1.51178e-26,1.49557e-26,1.27744e-24
 381.490,1.30774e-18,2.72758e-19,2.95955e-19, 2.61903e-22, 2.32797e-22,8.18044e-22,9.60840e-19,2.61200e-19,2.30853e-19,2.65390e-19,7.21277e-20,1.75787e-19,7.14221e-20,3.01013e-20,5.69809e-20,7.86725e-21,7.70369e-21,1.06488e-20,1.92546e-21,1.86975e-21,5.85985e-21,7.53279e-24,7.52837e-24,1.09312e-22,2.56380e-23,2.56163e-23,2.22247e-22,1.69632e-26,1.67756e-26,1.37882e-24
 380.320,1.28453e-18,2.72447e-19,2.94320e-19, 2.29426e-22, 2.05259e-22,7.38092e-22,9.31859e-19,2.60728e-19,2.29725e-19,2.67496e-19,7.22533e-20,1.74018e-19,7.44245e-20,3.09187e-20,5.83537e-20,8.41344e-21,8.22281e-21,1.11700e-20,2.06925e-21,2.00592e-21,6.15317e-21,8.41426e-24,8.40884e-24,1.18466e-22,2.74284e-23,2.74041e-23,2.33431e-22,1.90264e-26,1.88095e-26,1.48341e-24
 379.157,1.26174e-18,2.71805e-19,2.89663e-19, 2.00626e-22, 1.80776e-22,6.95879e-22,9.03214e-19,2.59865e-19,2.24648e-19,2.69556e-19,7.23356e-20,1.72385e-19,7.75116e-20,3.21531e-20,5.95143e-20,8.99235e-21,8.77218e-21,1.17165e-20,2.22270e-21,2.15076e-21,6.47619e-21,9.39329e-24,9.38664e-24,1.27818e-22,2.93364e-23,2.93092e-23,2.45123e-22,2.13321e-26,2.10813e-26,1.60960e-24
 378.001,1.23939e-18,2.70742e-19,2.92119e-19, 1.75136e-22, 1.58946e-22,6.51721e-22,8.74928e-19,2.58645e-19,2.26106e-19,2.71569e-19,7.20533e-20,1.74424e-19,8.06833e-20,3.34526e-20,5.99018e-20,9.60554e-21,9.35270e-21,1.22807e-20,2.38637e-21,2.30474e-21,6.81284e-21,1.04800e-23,1.04721e-23,1.38122e-22,3.13694e-23,3.13389e-23,2.57342e-22,2.39078e-26,2.36181e-26,1.74600e-24
 376.852,1.21751e-18,2.69475e-19,2.90883e-19, 1.52620e-22, 1.39450e-22,6.09912e-22,8.47022e-19,2.57051e-19,2.27523e-19,2.73534e-19,7.23675e-20,1.69877e-19,8.39397e-20,3.46320e-20,6.14083e-20,1.02546e-20,9.96461e-21,1.28504e-20,2.56086e-21,2.46832e-21,7.17095e-21,1.16855e-23,1.16763e-23,1.49259e-22,3.35348e-23,3.35006e-23,2.70110e-22,2.67839e-26,2.64493e-26,1.89299e-24
 375.710,1.19612e-18,2.67957e-19,2.87735e-19, 1.32769e-22, 1.22079e-22,5.72700e-22,8.19518e-19,2.55290e-19,2.27016e-19,2.75447e-19,7.24516e-20,1.64514e-19,8.72805e-20,3.54854e-20,6.28809e-20,1.09413e-20,1.06090e-20,1.33709e-20,2.74679e-21,2.64196e-21,7.53058e-21,1.30218e-23,1.30111e-23,1.61121e-22,3.58407e-23,3.58024e-23,2.83447e-22,2.99942e-26,2.96080e-26,2.03557e-24
 374.575,1.17523e-18,2.66038e-19,2.85016e-19, 1.15300e-22, 1.06404e-22,5.38241e-22,7.92435e-19,2.53092e-19,2.22521e-19,2.77309e-19,7.25606e-20,1.65545e-19,9.07053e-20,3.63414e-20,6.36979e-20,1.16671e-20,1.12868e-20,1.39028e-20,2.94479e-21,2.82719e-21,7.89499e-21,1.45024e-23,1.44899e-23,1.73747e-22,3.82955e-23,3.82528e-23,2.97376e-22,3.35760e-26,3.31304e-26,2.18767e-24
 373.446,1.15486e-18,2.63875e-19,2.82974e-19, 9.99578e-23, 9.24598e-23,5.04808e-22,7.65789e-19,2.50738e-19,2.21739e-19,2.79115e-19,7.18586e-20,1.62177e-19,9.42137e-20,3.79914e-20,6.57785e-20,1.24340e-20,1.19991e-20,1.44696e-20,3.15554e-21,3.02250e-21,8.25660e-21,1.61417e-23,1.61266e-23,1.87594e-22,4.09083e-23,4.08605e-23,3.11919e-22,3.75706e-26,3.70569e-26,2.38180e-24
 372.325,1.13504e-18,2.61950e-19,2.78498e-19, 8.65087e-23, 8.02742e-23,4.70991e-22,7.39598e-19,2.48347e-19,2.19006e-19,2.80866e-19,7.20776e-20,1.57471e-19,9.78050e-20,3.96692e-20,6.70596e-20,1.32437e-20,1.27471e-20,1.51134e-20,3.37975e-21,3.22936e-21,8.63070e-21,1.79556e-23,1.79381e-23,2.02304e-22,4.36883e-23,4.36349e-23,3.27099e-22,4.20240e-26,4.14319e-26,2.59232e-24
 371.210,1.11577e-18,2.60762e-19,2.78228e-19, 7.47413e-23, 6.97368e-23,4.37701e-22,7.13877e-19,2.46710e-19,2.21259e-19,2.82558e-19,7.23681e-20,1.53070e-19,1.01478e-19,4.12164e-20,6.85151e-20,1.40979e-20,1.35315e-20,1.57681e-20,3.61814e-21,3.44830e-21,9.01747e-21,1.99615e-23,1.99410e-23,2.18057e-22,4.66457e-23,4.65860e-23,3.42940e-22,4.69867e-26,4.63046e-26,2.82052e-24
 370.102,1.09707e-18,2.60285e-19,2.73793e-19, 6.44649e-23, 6.02741e-23,4.04375e-22,6.88638e-19,2.45961e-19,2.17124e-19,2.84190e-19,7.26119e-20,1.50252e-19,1.05233e-19,4.19439e-20,6.98933e-20,1.49986e-20,1.43534e-20,1.64309e-20,3.87148e-21,3.67984e-21,9.41710e-21,2.21782e-23,2.21534e-23,2.34916e-22,4.97907e-23,4.97240e-23,3.59467e-22,5.25147e-26,5.17293e-26,3.05996e-24
 369.001,1.07894e-18,2.58368e-19,2.72407e-19, 5.55074e-23, 5.21650e-23,3.73044e-22,6.63896e-19,2.43689e-19,2.15911e-19,2.85761e-19,7.28428e-20,1.48649e-19,1.09067e-19,4.26267e-20,7.14107e-20,1.59476e-20,1.52136e-20,1.71603e-20,4.14056e-21,3.92762e-21,9.82975e-21,2.46265e-23,2.45965e-23,2.52950e-22,5.31345e-23,5.30601e-23,3.76704e-22,5.86698e-26,5.77660e-26,3.30905e-24
 367.906,1.06141e-18,2.55070e-19,2.71588e-19, 4.77140e-23, 4.49327e-23,3.45217e-22,6.39660e-19,2.39916e-19,2.13764e-19,2.87268e-19,7.31732e-20,1.49421e-19,1.12979e-19,4.32373e-20,7.28997e-20,1.69470e-20,1.61129e-20,1.78092e-20,4.42621e-21,4.18998e-21,1.03015e-20,2.73288e-23,2.72926e-23,2.72177e-22,5.66887e-23,5.66056e-23,3.94678e-22,6.55206e-26,6.44809e-26,3.57548e-24
 366.817,1.04448e-18,2.49706e-19,2.69497e-19, 4.09460e-23, 3.86214e-23,3.27944e-22,6.15940e-19,2.34032e-19,2.13011e-19,2.88709e-19,7.31567e-20,1.45886e-19,1.16968e-19,4.38070e-20,7.42802e-20,1.79986e-20,1.70520e-20,1.83586e-20,4.72928e-21,4.46740e-21,1.08515e-20,3.03096e-23,3.02660e-23,2.92631e-22,6.04655e-23,6.03722e-23,4.13416e-22,7.31424e-26,7.19545e-26,3.86218e-24
 365.735,1.02815e-18,2.45399e-19,2.67426e-19, 3.50795e-23, 3.31366e-23,2.95261e-22,5.92746e-19,2.29195e-19,2.11928e-19,2.90083e-19,7.33281e-20,1.42836e-19,1.21033e-19,4.43355e-20,7.55806e-20,1.91045e-20,1.80315e-20,1.89098e-20,5.05067e-21,4.76058e-21,1.14252e-20,3.35955e-23,3.35430e-23,3.12693e-22,6.44779e-23,6.43732e-23,4.33555e-22,8.16185e-26,8.02644e-26,4.17059e-24
 364.659,1.01244e-18,2.42132e-19,2.61172e-19, 3.00036e-23, 2.84366e-23,2.65944e-22,5.70083e-19,2.25548e-19,2.06996e-19,2.91388e-19,7.32008e-20,1.37812e-19,1.25170e-19,4.48200e-20,7.64339e-20,2.02667e-20,1.90519e-20,1.96056e-20,5.39130e-21,5.06998e-21,1.20235e-20,3.72156e-23,3.71524e-23,3.36447e-22,6.87392e-23,6.86218e-23,4.54813e-22,9.10409e-26,8.94982e-26,4.50225e-24
 363.590,9.97339e-19,2.40118e-19,2.56611e-19, 2.56198e-23, 2.43752e-23,2.43434e-22,5.47960e-19,2.23056e-19,2.04492e-19,2.92621e-19,7.34863e-20,1.32648e-19,1.29379e-19,4.54815e-20,7.65326e-20,2.14872e-20,2.01137e-20,2.05035e-20,5.75214e-21,5.39632e-21,1.26182e-20,4.12012e-23,4.11253e-23,3.61820e-22,7.32639e-23,7.31322e-23,4.76996e-22,1.01511e-25,9.97541e-26,4.85906e-24
 362.527,9.82865e-19,2.37539e-19,2.54943e-19, 2.18407e-23, 2.08526e-23,2.22537e-22,5.26379e-19,2.20144e-19,2.03817e-19,2.93782e-19,7.26974e-20,1.29653e-19,1.33656e-19,4.68321e-20,7.75460e-20,2.27681e-20,2.12171e-20,2.14281e-20,6.13416e-21,5.73211e-21,1.31161e-20,4.55866e-23,4.54955e-23,3.88909e-22,7.80670e-23,7.79193e-23,5.00138e-22,1.13141e-25,1.11141e-25,5.26153e-24
 361.470,9.69016e-19,2.32916e-19,2.52354e-19, 1.85887e-23, 1.77857e-23,2.03169e-22,5.05346e-19,2.15129e-19,1.99931e-19,2.94869e-19,7.15404e-20,1.29749e-19,1.37999e-19,4.81067e-20,7.87080e-20,2.41116e-20,2.23621e-20,2.22459e-20,6.53840e-21,6.08458e-21,1.36175e-20,5.04088e-23,5.02996e-23,4.17530e-22,8.31641e-23,8.29986e-23,5.24275e-22,1.26052e-25,1.23776e-25,5.66356e-24
 360.419,9.55793e-19,2.29286e-19,2.50470e-19, 1.57953e-23, 1.51359e-23,1.85320e-22,4.84862e-19,2.10661e-19,1.99269e-19,2.95879e-19,7.17413e-20,1.26278e-19,1.42406e-19,4.95075e-20,7.97107e-20,2.55197e-20,2.35489e-20,2.29482e-20,6.96593e-21,6.45420e-21,1.41426e-20,5.57080e-23,5.55772e-23,4.46087e-22,8.85720e-23,8.83866e-23,5.49440e-22,1.40383e-25,1.37781e-25,6.09577e-24
 359.374,9.43196e-19,2.26094e-19,2.45833e-19, 1.34001e-23, 1.28768e-23,1.68856e-22,4.64930e-19,2.06690e-19,1.95386e-19,2.96811e-19,7.21359e-20,1.22340e-19,1.46873e-19,5.03338e-20,8.06971e-20,2.69945e-20,2.47773e-20,2.37280e-20,7.41783e-21,6.84216e-21,1.46784e-20,6.15277e-23,6.13712e-23,4.76355e-22,9.43079e-23,9.41004e-23,5.75672e-22,1.56280e-25,1.53276e-25,6.57021e-24
 358.336,9.31224e-19,2.20180e-19,2.42846e-19, 1.13500e-23, 1.09285e-23,1.52932e-22,4.45550e-19,1.99537e-19,1.92542e-19,2.97664e-19,7.22649e-20,1.20176e-19,1.51397e-19,5.20618e-20,8.13128e-20,2.85382e-20,2.60487e-20,2.48117e-20,7.89524e-21,7.25733e-21,1.52261e-20,6.79151e-23,6.77279e-23,5.08424e-22,1.00390e-22,1.00158e-22,6.03007e-22,1.73909e-25,1.70442e-25,7.07625e-24
 357.303,9.19876e-19,2.16279e-19,2.41538e-19, 9.59835e-24, 9.25046e-24,1.39610e-22,4.26722e-19,1.95018e-19,1.91593e-19,2.98435e-19,7.16295e-20,1.18195e-19,1.55975e-19,5.29781e-20,8.22076e-20,3.01529e-20,2.73450e-20,2.55817e-20,8.39934e-21,7.69286e-21,1.57857e-20,7.49210e-23,7.46976e-23,5.42382e-22,1.06838e-22,1.06578e-22,6.31484e-22,1.93449e-25,1.89449e-25,7.59403e-24
 356.276,9.09149e-19,2.09657e-19,2.39719e-19, 8.10430e-24, 7.82905e-24,1.26767e-22,4.08444e-19,1.86893e-19,1.90346e-19,2.99124e-19,7.25263e-20,1.15503e-19,1.60604e-19,5.36444e-20,8.32107e-20,3.18407e-20,2.86832e-20,2.64633e-20,8.93131e-21,8.14951e-21,1.63567e-20,8.26006e-23,8.23348e-23,5.78318e-22,1.13672e-22,1.13381e-22,6.61142e-22,2.15101e-25,2.10488e-25,8.11487e-24
 355.256,8.99037e-19,2.05101e-19,2.34877e-19, 6.83217e-24, 6.61475e-24,1.14964e-22,3.90714e-19,1.81264e-19,1.85355e-19,2.99729e-19,7.28444e-20,1.13138e-19,1.65279e-19,5.40666e-20,8.36684e-20,3.36037e-20,3.00989e-20,2.68760e-20,9.49240e-21,8.62790e-21,1.69390e-20,9.10133e-23,9.07010e-23,6.16325e-22,1.20913e-22,1.20588e-22,6.92021e-22,2.39081e-25,2.33763e-25,8.69015e-24
 354.241,8.89537e-19,2.00589e-19,2.32733e-19, 5.75087e-24, 5.57937e-24,1.04117e-22,3.73530e-19,1.75640e-19,1.83797e-19,3.00248e-19,7.30812e-20,1.10591e-19,1.69997e-19,5.44798e-20,8.42244e-20,3.54441e-20,3.15294e-20,2.73983e-20,1.00839e-20,9.12867e-21,1.75321e-20,1.00223e-22,9.98528e-23,6.56498e-22,1.28583e-22,1.28220e-22,7.24163e-22,2.65630e-25,2.59503e-25,9.38540e-24
 353.231,8.80643e-19,1.96304e-19,2.30630e-19, 4.83332e-24, 4.69419e-24,9.51663e-23,3.56886e-19,1.70031e-19,1.81879e-19,3.00680e-19,7.31348e-20,1.08453e-19,1.74753e-19,5.56262e-20,8.50650e-20,3.73638e-20,3.29953e-20,2.79680e-20,1.07071e-20,9.64337e-21,1.81358e-20,1.10300e-22,1.09861e-22,6.98700e-22,1.36705e-22,1.36299e-22,7.57609e-22,2.95009e-25,2.88002e-25,1.01330e-23
 352.228,8.72347e-19,1.93377e-19,2.27675e-19, 4.05605e-24, 3.94639e-24,8.58147e-23,3.40779e-19,1.65364e-19,1.78986e-19,3.01024e-19,7.39984e-20,1.06396e-19,1.79544e-19,5.72604e-20,8.55032e-20,3.93650e-20,3.45089e-20,2.85752e-20,1.13633e-20,1.01997e-20,1.87495e-20,1.21318e-22,1.20799e-22,7.43083e-22,1.45304e-22,1.44851e-22,7.92403e-22,3.27509e-25,3.19509e-25,1.09368e-23
 351.230,8.64641e-19,1.90314e-19,2.24039e-19, 3.39870e-24, 3.31279e-24,7.81128e-23,3.25203e-19,1.60805e-19,1.75421e-19,3.01278e-19,7.40014e-20,1.04244e-19,1.84365e-19,5.88900e-20,8.55435e-20,4.14496e-20,3.60669e-20,2.92505e-20,1.20539e-20,1.07738e-20,1.94856e-20,1.33357e-22,1.32751e-22,7.89883e-22,1.54406e-22,1.53899e-22,8.28587e-22,3.63445e-25,3.54315e-25,1.18005e-23
 350.238,8.57519e-19,1.86893e-19,2.20854e-19, 2.84368e-24, 2.77377e-24,7.10178e-23,3.10153e-19,1.56202e-19,1.72745e-19,3.01442e-19,7.36597e-20,1.00994e-19,1.89211e-19,5.96808e-20,8.61938e-20,4.36197e-20,3.75944e-20,2.99170e-20,1.27803e-20,1.13599e-20,2.02434e-20,1.46504e-22,1.45814e-22,8.39199e-22,1.64036e-22,1.63471e-22,8.66207e-22,4.03165e-25,3.92750e-25,1.27085e-23
 349.251,8.50970e-19,1.84223e-19,2.17784e-19, 2.37585e-24, 2.31850e-24,6.44803e-23,2.95621e-19,1.51567e-19,1.70494e-19,3.01513e-19,7.46135e-20,9.71993e-20,1.94077e-19,6.09832e-20,8.67533e-20,4.58772e-20,3.91926e-20,3.07365e-20,1.35440e-20,1.19682e-20,2.10172e-20,1.60851e-22,1.60065e-22,8.91443e-22,1.74225e-22,1.73593e-22,9.05309e-22,4.47048e-25,4.35175e-25,1.36572e-23
 348.270,8.44984e-19,1.81689e-19,2.13644e-19, 1.98212e-24, 1.93745e-24,5.84813e-23,2.81599e-19,1.46914e-19,1.65713e-19,3.01492e-19,7.58321e-20,9.49130e-20,1.98958e-19,6.20399e-20,8.76924e-20,4.82239e-20,4.08514e-20,3.16577e-20,1.43465e-20,1.25998e-20,2.19190e-20,1.76499e-22,1.75603e-22,9.46829e-22,1.85000e-22,1.84295e-22,9.45879e-22,4.95512e-25,4.82039e-25,1.46720e-23
 347.295,8.39552e-19,1.77943e-19,2.10063e-19, 1.65131e-24, 1.61678e-24,5.29838e-23,2.68082e-19,1.42255e-19,1.61579e-19,3.01378e-19,7.47075e-20,9.26539e-20,2.03849e-19,6.21342e-20,8.85702e-20,5.06618e-20,4.25395e-20,3.25443e-20,1.51891e-20,1.32548e-20,2.29794e-20,1.93554e-22,1.92533e-22,1.00513e-21,1.96392e-22,1.95606e-22,9.87908e-22,5.49012e-25,5.33809e-25,1.57573e-23
 346.325,8.34661e-19,1.76000e-19,2.06816e-19, 1.37379e-24, 1.34738e-24,4.79525e-23,2.55059e-19,1.37841e-19,1.57753e-19,3.01169e-19,7.63581e-20,9.11193e-20,2.08745e-19,6.31771e-20,8.87849e-20,5.31925e-20,4.42706e-20,3.34587e-20,1.60735e-20,1.39334e-20,2.40778e-20,2.12132e-22,2.10969e-22,1.06647e-21,2.08434e-22,2.07557e-22,1.03155e-21,6.08048e-25,5.90900e-25,1.69094e-23
 345.360,8.30302e-19,1.73887e-19,2.03554e-19, 1.14133e-24, 1.12041e-24,4.32804e-23,2.42522e-19,1.33452e-19,1.54079e-19,3.00864e-19,7.68828e-20,8.96722e-20,2.13641e-19,6.46660e-20,8.86109e-20,5.58178e-20,4.60469e-20,3.43955e-20,1.70012e-20,1.46356e-20,2.48094e-20,2.32355e-22,2.30987e-22,1.13408e-21,2.21160e-22,2.20182e-22,1.07684e-21,6.73166e-25,6.53833e-25,1.81052e-23
 344.401,8.26460e-19,1.71644e-19,1.99728e-19, 9.46932e-25, 9.30805e-25,3.89753e-23,2.30462e-19,1.29028e-19,1.49974e-19,3.00464e-19,7.68953e-20,8.81631e-20,2.18530e-19,6.61409e-20,8.76824e-20,5.85392e-20,4.78501e-20,3.58456e-20,1.79738e-20,1.53612e-20,2.55088e-20,2.54356e-22,2.52721e-22,1.21226e-21,2.34604e-22,2.33515e-22,1.12384e-21,7.44961e-25,7.23175e-25,1.93680e-23
 343.447,8.23125e-19,1.69340e-19,1.96127e-19, 7.84597e-25, 7.72175e-25,3.50211e-23,2.18870e-19,1.24063e-19,1.46121e-19,2.99968e-19,7.74763e-20,8.65068e-20,2.23407e-19,6.75003e-20,8.72131e-20,6.13584e-20,4.96576e-20,3.65434e-20,1.89929e-20,1.61102e-20,2.62000e-20,2.78274e-22,2.76322e-22,1.29485e-21,2.48804e-22,2.47592e-22,1.17260e-21,8.24088e-25,7.99546e-25,2.08043e-23
 342.498,8.20283e-19,1.67575e-19,1.93501e-19, 6.49243e-25, 6.39624e-25,3.13251e-23,2.07735e-19,1.19368e-19,1.42194e-19,2.99375e-19,7.85851e-20,8.56243e-20,2.28267e-19,6.88375e-20,8.81946e-20,6.42766e-20,5.13153e-20,3.71902e-20,2.00601e-20,1.68822e-20,2.69671e-20,3.04261e-22,3.01930e-22,1.38231e-21,2.63797e-22,2.62455e-22,1.22317e-21,9.11258e-25,8.83625e-25,2.23400e-23
 341.554,8.17920e-19,1.65347e-19,1.90789e-19, 5.36551e-25, 5.28915e-25,2.79916e-23,1.97047e-19,1.14814e-19,1.38271e-19,2.98684e-19,7.82717e-20,8.56873e-20,2.33102e-19,6.99738e-20,8.77850e-20,6.72953e-20,5.31119e-20,3.80995e-20,2.11771e-20,1.77032e-20,2.78855e-20,3.32478e-22,3.29697e-22,1.46092e-21,2.79625e-22,2.78144e-22,1.27559e-21,1.00725e-24,9.76149e-25,2.39756e-23
 340.616,8.16023e-19,1.63864e-19,1.87406e-19, 4.42861e-25, 4.37046e-25,2.49885e-23,1.86796e-19,1.10418e-19,1.34358e-19,2.97897e-19,7.85714e-20,8.49967e-20,2.37908e-19,7.15695e-20,8.64564e-20,7.04157e-20,5.49246e-20,3.91794e-20,2.23455e-20,1.86196e-20,2.88203e-20,3.63097e-22,3.59929e-22,1.54231e-21,2.96329e-22,2.94693e-22,1.32992e-21,1.11291e-24,1.07778e-24,2.56892e-23
 339.683,8.14579e-19,1.62827e-19,1.84014e-19, 3.65081e-25, 3.60658e-25,2.22859e-23,1.76971e-19,1.06088e-19,1.30114e-19,2.97012e-19,7.94713e-20,8.31659e-20,2.42678e-19,7.29788e-20,8.65455e-20,7.36388e-20,5.68584e-20,4.04236e-20,2.35670e-20,1.95728e-20,2.97636e-20,3.96301e-22,3.92729e-22,1.62734e-21,3.13953e-22,3.12140e-22,1.38622e-21,1.22917e-24,1.18935e-24,2.75164e-23
 338.755,8.13572e-19,1.61051e-19,1.80173e-19, 3.00599e-25, 2.97240e-25,1.98565e-23,1.67562e-19,1.01831e-19,1.26039e-19,2.96030e-19,7.93300e-20,8.08712e-20,2.47405e-19,7.34784e-20,8.57355e-20,7.69656e-20,5.87579e-20,4.16812e-20,2.48433e-20,2.05622e-20,3.07171e-20,4.32285e-22,4.28260e-22,1.71611e-21,3.32542e-22,3.30532e-22,1.44453e-21,1.35703e-24,1.31193e-24,2.94831e-23
 337.832,8.12989e-19,1.58681e-19,1.77199e-19, 2.47214e-25, 2.44668e-25,1.76750e-23,1.58556e-19,9.76515e-20,1.22284e-19,2.94951e-19,7.82635e-20,7.98258e-20,2.52084e-19,7.34264e-20,8.50240e-20,8.03969e-20,6.05528e-20,4.28425e-20,2.61762e-20,2.14538e-20,3.16842e-20,4.71258e-22,4.66614e-22,1.80872e-21,3.52145e-22,3.49916e-22,1.50491e-21,1.49761e-24,1.44650e-24,3.15374e-23
 336.914,8.12816e-19,1.57274e-19,1.73594e-19, 2.03076e-25, 2.01121e-25,1.57159e-23,1.49943e-19,9.35563e-20,1.17663e-19,2.93775e-19,7.88747e-20,7.91504e-20,2.56709e-19,7.35698e-20,8.40706e-20,8.39335e-20,6.20549e-20,4.36290e-20,2.75673e-20,2.23013e-20,3.23729e-20,5.13441e-22,5.08005e-22,1.90432e-21,3.72811e-22,3.70341e-22,1.57135e-21,1.65209e-24,1.59419e-24,3.37501e-23
 336.001,8.13037e-19,1.55796e-19,1.69860e-19, 1.66631e-25, 1.65092e-25,1.39598e-23,1.41712e-19,8.95497e-20,1.13148e-19,2.92502e-19,7.82554e-20,7.79891e-20,2.61273e-19,7.41403e-20,8.30510e-20,8.75759e-20,6.39998e-20,4.43943e-20,2.90183e-20,2.31530e-20,3.30527e-20,5.59068e-22,5.52706e-22,2.00372e-21,3.94592e-22,3.91856e-22,1.64141e-21,1.82178e-24,1.75627e-24,3.61040e-23
